,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,username,email,name,gender,age
674,GRZ,2026-01-30,2026-08-19,201,Friday,860244,GBP,49292,500002,815413,0.09858360566557733,16.542501825854092,1.6308194767220932,20-40,F,stevenchoi,ipalmer@example.com,Charlotte Watkins,F,61
675,GRZ,2025-04-24,2026-08-18,481,Thursday,691538,USD,95449,500001,411432,0.19089761820476359,4.3104904189671975,0.8228623542752914,20-45,F,stevenchoi,ipalmer@example.com,Charlotte Watkins,F,61
676,AKX,2026-02-15,2028-02-12,727,Sunday,473469,GBP,34820,500001,428507,0.06963986072027856,12.306346927053417,0.857012285975428,45-60,B,stevenchoi,ipalmer@example.com,Charlotte Watkins,F,61
677,KTR,2024-07-18,2025-10-04,443,Thursday,94452,EUR,56600,500003,8589,0.11319932080407517,0.15174911660777385,0.017177896932618404,45-50,B,stevenchoi,ipalmer@example.com,Charlotte Watkins,F,61
678,AKX,2025-07-23,2027-02-25,582,Wednesday,752170,USD,10013,499998,327271,0.02002608010432042,32.68461000699091,0.6545446181784728,40-45,B,stevenchoi,ipalmer@example.com,Charlotte Watkins,F,61
679,BYU,2026-02-21,2027-10-15,601,Saturday,594454,USD,55550,499992,574475,0.11110177762844206,10.341584158415841,1.148968383494136,45-55,M,april30,howesteven@example.net,Jamie Arellano,F,65
680,BYU,2025-04-22,2025-06-18,57,Tuesday,375722,EUR,22185,499999,211322,0.044370088740177484,9.525445120576967,0.4226448452896906,45-50,F,april30,howesteven@example.net,Jamie Arellano,F,65
681,AKX,2025-03-27,2026-04-22,391,Thursday,354520,EUR,19655,499998,266186,0.03931015724062896,13.542915288730603,0.532374129496518,25-30,F,candace63,bbaxter@example.com,Joseph Smith DDS,M,70
682,GRZ,2025-07-09,2026-02-01,207,Wednesday,459182,USD,36334,500003,444168,0.07266756399461603,12.224583035173666,0.8883306700159799,45-65,B,candace63,bbaxter@example.com,Joseph Smith DDS,M,70
683,KTR,2024-12-06,2025-10-09,307,Friday,364940,EUR,34550,500002,233555,0.0690997236011056,6.759913169319827,0.4671081315674737,25-30,M,candace63,bbaxter@example.com,Joseph Smith DDS,M,70
684,KTR,2026-01-03,2027-12-22,718,Saturday,906984,GBP,10657,500000,75038,0.021314,7.041193581683401,0.150076,25-45,F,candace63,bbaxter@example.com,Joseph Smith DDS,M,70
685,KTR,2024-07-28,2024-11-16,111,Sunday,854959,GBP,48974,500000,132685,0.097948,2.709294727814759,0.26537,20-40,M,townsendbrian,hhenry@example.net,Rebecca Nunez,F,43
686,AKX,2025-08-21,2027-07-15,693,Thursday,711356,EUR,52124,499999,518254,0.104248208496417,9.942713529276341,1.036510073020146,20-25,B,townsendbrian,hhenry@example.net,Rebecca Nunez,F,43
687,KTR,2026-05-12,2027-11-19,556,Tuesday,280832,EUR,77943,500002,110383,0.15588537645849418,1.416201583208242,0.22076511693953224,45-55,M,townsendbrian,hhenry@example.net,Rebecca Nunez,F,43
688,KTR,2026-06-23,2026-12-21,181,Tuesday,445036,EUR,90354,500001,335473,0.18070763858472283,3.712873807468402,0.6709446581106838,40-45,F,townsendbrian,hhenry@example.net,Rebecca Nunez,F,43
689,GRZ,2024-12-22,2025-10-08,290,Sunday,225079,EUR,35093,499997,112922,0.07018642111852672,3.2177927221953095,0.22584535507213044,25-40,B,lauren47,thomas03@example.org,Sandra Robinson,F,49
690,AKX,2025-10-25,2026-07-18,266,Saturday,391289,GBP,22370,499998,13663,0.044740178960715846,0.6107733571747876,0.027326109304437216,25-45,F,lauren47,thomas03@example.org,Sandra Robinson,F,49
691,BYU,2024-11-04,2026-11-02,728,Monday,699538,GBP,31796,499999,190781,0.06359212718425437,6.000157252484589,0.3815627631255262,25-35,F,lauren47,thomas03@example.org,Sandra Robinson,F,49
692,AKX,2026-05-06,2028-04-29,724,Wednesday,587290,EUR,29482,499999,568563,0.05896411792823586,19.285089206973748,1.1371282742565485,30-50,B,kristina96,michaelferrell@example.net,Lindsey Parker,F,42
693,GRZ,2025-10-20,2026-02-07,110,Monday,66563,USD,66077,500001,24262,0.1321537356925286,0.3671776866383159,0.048523902952194095,40-45,B,kristina96,michaelferrell@example.net,Lindsey Parker,F,42
694,KTR,2024-07-30,2025-06-21,326,Tuesday,728988,GBP,65826,499997,615313,0.1316527899167395,9.347567830340594,1.2306333838003027,30-50,B,kristina96,michaelferrell@example.net,Lindsey Parker,F,42
695,BYU,2024-09-24,2025-09-09,350,Tuesday,835368,USD,61428,499998,244072,0.1228564914259657,3.973302077228625,0.4881459525838103,25-35,F,kristina96,michaelferrell@example.net,Lindsey Parker,F,42
696,KTR,2024-09-14,2025-04-29,227,Saturday,76138,EUR,7610,500001,1651,0.01521996956006088,0.21695137976346912,0.003301993396013208,40-50,M,kristina96,michaelferrell@example.net,Lindsey Parker,F,42
697,KTR,2025-09-15,2027-03-28,559,Monday,643190,EUR,43118,500000,203273,0.086236,4.714342038127928,0.406546,45-70,F,kristina96,michaelferrell@example.net,Lindsey Parker,F,42
698,AKX,2025-01-31,2026-07-31,546,Friday,331521,GBP,57981,499998,299122,0.1159624638498554,5.158965868129215,0.5982463929855719,30-40,B,kristina96,michaelferrell@example.net,Lindsey Parker,F,42
699,BYU,2026-04-13,2026-07-09,87,Monday,967030,GBP,79765,499997,817413,0.15953095718574312,10.247765310599886,1.634835809014854,20-40,B,kristina96,michaelferrell@example.net,Lindsey Parker,F,42
700,GRZ,2026-01-07,2027-12-06,698,Wednesday,912233,EUR,34534,499996,472309,0.06906855254842038,13.676637516650258,0.944625557004456,45-65,F,iswanson,hillkevin@example.net,Dawn Johnson,F,34
701,AKX,2024-12-25,2025-07-09,196,Wednesday,342040,EUR,39737,500001,257782,0.07947384105231789,6.487203362105846,0.5155629688740623,20-40,F,iswanson,hillkevin@example.net,Dawn Johnson,F,34
702,GRZ,2026-01-10,2026-08-12,214,Saturday,623098,EUR,22311,500002,490041,0.04462182151271395,21.964098426784993,0.9800780796876812,40-55,M,iswanson,hillkevin@example.net,Dawn Johnson,F,34
703,BYU,2025-06-10,2026-02-28,263,Tuesday,876486,GBP,45973,500001,136649,0.09194581610836779,2.9723750897265786,0.2732974534050932,35-45,F,iswanson,hillkevin@example.net,Dawn Johnson,F,34
704,BYU,2025-04-11,2025-10-15,187,Friday,325442,GBP,48615,500001,190785,0.09722980554038892,3.924406047516199,0.3815692368615263,35-40,F,iswanson,hillkevin@example.net,Dawn Johnson,F,34
705,AKX,2025-09-29,2026-11-01,398,Monday,438533,USD,91109,499999,350877,0.18221836443672887,3.8511782590084405,0.701755403510807,35-55,F,xowens,vanderson@example.org,Donna Hernandez,F,33
706,AKX,2026-06-12,2026-11-24,165,Friday,689869,USD,92318,499997,286855,0.18463710782264695,3.1072488572109447,0.5737134422806537,45-55,B,xowens,vanderson@example.org,Donna Hernandez,F,33
707,GRZ,2025-05-08,2025-12-17,223,Thursday,333263,EUR,36670,499998,228467,0.07334029336117344,6.230351786201254,0.456935827743311,45-55,B,xowens,vanderson@example.org,Donna Hernandez,F,33
708,KTR,2024-09-29,2025-03-23,175,Sunday,977008,USD,63784,499999,169332,0.12756825513651027,2.6547723567038757,0.3386646773293547,30-55,F,xowens,vanderson@example.org,Donna Hernandez,F,33
709,GRZ,2026-01-17,2027-02-27,406,Saturday,207565,GBP,29982,500002,135630,0.05996376014495942,4.523714228537123,0.2712589149643401,25-40,M,xowens,vanderson@example.org,Donna Hernandez,F,33
710,BYU,2024-10-22,2026-04-27,552,Tuesday,646563,USD,57872,500003,388390,0.11574330554016676,6.711190212883605,0.776775339347964,25-30,F,xowens,vanderson@example.org,Donna Hernandez,F,33
711,GRZ,2025-08-15,2026-09-13,394,Friday,484632,USD,67697,500001,306564,0.13539372921254159,4.5284724581591504,0.6131267737464525,35-45,B,xowens,vanderson@example.org,Donna Hernandez,F,33
712,GRZ,2025-07-05,2026-01-10,189,Saturday,559487,USD,47064,500001,547909,0.09412781174437651,11.641785653578106,1.0958158083683833,45-60,F,erikodonnell,katherinedillon@example.com,Jennifer Carroll,F,27
713,BYU,2025-10-30,2026-03-08,129,Thursday,164673,GBP,31968,500000,31574,0.063936,0.9876751751751752,0.063148,45-60,M,erikodonnell,katherinedillon@example.com,Jennifer Carroll,F,27
714,BYU,2025-06-30,2026-01-14,198,Monday,898042,USD,29341,500001,306221,0.05868188263623473,10.436624518591731,0.6124407751184497,35-50,M,erikodonnell,katherinedillon@example.com,Jennifer Carroll,F,27
715,AKX,2025-05-10,2026-05-21,376,Saturday,539017,GBP,65286,499997,536629,0.13057278343670062,8.219664246545968,1.0732644395866375,20-35,M,lcastillo,hannahtucker@example.net,Joshua Brown,M,27
716,BYU,2026-02-11,2027-09-05,571,Wednesday,605045,USD,60071,500002,240235,0.12014151943392226,3.9991842985800137,0.4804680781276875,25-30,F,lcastillo,hannahtucker@example.net,Joshua Brown,M,27
717,KTR,2025-10-04,2026-06-20,259,Saturday,872794,USD,82288,499997,501675,0.16457698746192478,6.096575442348824,1.003356020136121,45-55,M,salazarchristopher,rushlinda@example.net,Brandy Allen,F,26
718,KTR,2024-11-08,2026-03-28,505,Friday,869068,EUR,53784,500000,483281,0.107568,8.985590510188905,0.966562,30-45,M,salazarchristopher,rushlinda@example.net,Brandy Allen,F,26
719,KTR,2025-04-26,2026-07-23,453,Saturday,414900,USD,28508,499998,85138,0.05701622806491226,2.9864599410691737,0.17027668110672442,30-40,M,salazarchristopher,rushlinda@example.net,Brandy Allen,F,26
720,BYU,2025-11-05,2026-03-29,144,Wednesday,771693,GBP,9409,499997,547106,0.01881811290867745,58.14709320863003,1.0942185653113918,20-35,B,salazarchristopher,rushlinda@example.net,Brandy Allen,F,26
721,KTR,2024-12-26,2026-04-20,480,Thursday,547323,GBP,74095,499996,47497,0.14819118552948424,0.6410284094743235,0.09499475995807967,40-55,B,salazarchristopher,rushlinda@example.net,Brandy Allen,F,26
722,BYU,2024-10-06,2026-04-15,556,Sunday,344164,GBP,10353,500001,60628,0.020705958588082825,5.856080363179754,0.12125575748848502,25-35,B,nicoleadams,melissahayes@example.org,Kristen Swanson,F,50
723,AKX,2025-01-22,2026-05-05,468,Wednesday,152290,EUR,40071,499999,111645,0.08014216028432057,2.786179531331886,0.22329044658089317,25-50,B,nicoleadams,melissahayes@example.org,Kristen Swanson,F,50
724,KTR,2025-12-21,2026-09-06,259,Sunday,165054,GBP,11720,500002,152827,0.02343990624037504,13.039846416382252,0.30565277738889046,30-35,F,nicoleadams,melissahayes@example.org,Kristen Swanson,F,50
725,GRZ,2025-05-11,2026-01-03,237,Sunday,552572,EUR,72401,500002,225082,0.14480142079431682,3.1088244637505005,0.4501621993512026,45-60,F,nicoleadams,melissahayes@example.org,Kristen Swanson,F,50
726,BYU,2024-09-01,2025-06-19,291,Sunday,847936,USD,49048,500002,254939,0.09809560761756952,5.197745066057739,0.509875960496158,40-50,M,nicoleadams,melissahayes@example.org,Kristen Swanson,F,50
727,GRZ,2025-02-15,2025-12-10,298,Saturday,17212,GBP,61598,500001,12318,0.12319575360849279,0.19997402513068607,0.024635950728098543,25-30,M,nicoleadams,melissahayes@example.org,Kristen Swanson,F,50
728,BYU,2025-11-29,2026-02-04,67,Saturday,49032,EUR,28773,500001,6538,0.057545884908230184,0.2272269141208772,0.013075973848052303,35-50,F,colemanmeghan,wolfmatthew@example.org,Erik Miller,M,87
729,KTR,2024-10-07,2025-10-13,371,Monday,66817,EUR,52099,499999,31160,0.10419820839641679,0.5980920938981554,0.06232012464024928,45-70,M,colemanmeghan,wolfmatthew@example.org,Erik Miller,M,87
730,BYU,2026-02-04,2027-07-18,529,Wednesday,697621,USD,77951,499999,338260,0.1559023118046236,4.33939269541122,0.6765213530427061,35-50,B,colemanmeghan,wolfmatthew@example.org,Erik Miller,M,87
731,BYU,2025-01-16,2025-02-12,27,Thursday,452889,GBP,43308,500000,441740,0.086616,10.199963055324652,0.88348,45-50,M,colemanmeghan,wolfmatthew@example.org,Erik Miller,M,87
732,BYU,2025-04-12,2026-01-08,271,Saturday,467581,USD,39409,500003,198387,0.07881752709483743,5.034053135070669,0.39677161937028377,40-60,B,colemanmeghan,wolfmatthew@example.org,Erik Miller,M,87
733,KTR,2025-05-08,2026-06-13,401,Thursday,199076,EUR,24942,500000,126547,0.049884,5.073650870018443,0.253094,35-50,M,colemanmeghan,wolfmatthew@example.org,Erik Miller,M,87
734,GRZ,2024-07-29,2024-11-12,106,Monday,486387,USD,20784,499997,174893,0.04156824940949646,8.414790223248653,0.34978809872859234,20-25,F,irwinkaren,evanmoran@example.com,Nancy Miles,F,77
735,AKX,2025-01-23,2026-06-08,501,Thursday,403589,GBP,62122,499996,287301,0.12424499395995169,4.624786710022215,0.5746065968527748,35-55,B,irwinkaren,evanmoran@example.com,Nancy Miles,F,77
736,KTR,2024-09-17,2025-10-04,382,Tuesday,358400,GBP,15061,499998,156860,0.030122120488481955,10.414979085054114,0.31372125488501956,35-60,B,irwinkaren,evanmoran@example.com,Nancy Miles,F,77
737,AKX,2026-04-08,2027-12-22,623,Wednesday,382781,USD,78254,499999,79690,0.15650831301662604,1.0183504996549697,0.15938031876063752,45-65,M,irwinkaren,evanmoran@example.com,Nancy Miles,F,77
738,KTR,2024-07-24,2025-05-27,307,Wednesday,882365,GBP,45389,499998,66997,0.09077836311345246,1.476062482099187,0.13399453597814392,25-40,M,mckenziejames,mark82@example.com,Lisa Gibbs,F,54
739,BYU,2026-05-07,2027-09-25,506,Thursday,759036,USD,50438,500001,624612,0.10087579824840351,12.383758277489195,1.249221501556997,30-40,B,mckenziejames,mark82@example.com,Lisa Gibbs,F,54
740,AKX,2026-03-04,2026-08-27,176,Wednesday,528395,GBP,75525,499998,446010,0.1510506042024168,5.905461767626614,0.8920235680942724,20-45,F,mckenziejames,mark82@example.com,Lisa Gibbs,F,54
741,BYU,2024-12-16,2025-03-12,86,Monday,612356,USD,83695,499998,360256,0.16739066956267826,4.304390943306052,0.7205148820595282,35-60,B,roberta60,heatherhess@example.com,Tyler Cruz,M,37
742,AKX,2026-01-24,2026-11-18,298,Saturday,183579,GBP,6792,499996,176384,0.013584108672869383,25.96937573616019,0.35277082216657735,45-50,M,roberta60,heatherhess@example.com,Tyler Cruz,M,37
743,BYU,2024-08-26,2026-07-14,687,Monday,841423,GBP,34697,500005,286423,0.06939330606693933,8.254978816612388,0.572840271597284,30-45,M,roberta60,heatherhess@example.com,Tyler Cruz,M,37
744,AKX,2026-03-26,2027-01-06,286,Thursday,996684,EUR,5792,500000,362199,0.011584,62.53435773480663,0.724398,30-50,F,haynestraci,vwelch@example.com,Sue Avery,F,32
745,KTR,2026-01-09,2026-09-16,250,Friday,23045,EUR,36475,500002,15265,0.0729497082011672,0.41850582590815627,0.030529877880488478,20-30,B,haynestraci,vwelch@example.com,Sue Avery,F,32
746,AKX,2026-01-07,2026-02-18,42,Wednesday,122902,GBP,90369,499999,55820,0.18073836147672295,0.6176896944748752,0.11164022328044657,25-30,B,haynestraci,vwelch@example.com,Sue Avery,F,32
747,KTR,2025-11-26,2026-02-28,94,Wednesday,797475,EUR,27641,499999,317543,0.05528211056422113,11.488115480626606,0.6350872701745404,20-30,M,haynestraci,vwelch@example.com,Sue Avery,F,32
748,GRZ,2024-08-23,2026-08-23,730,Friday,432127,EUR,21823,499999,340553,0.04364608729217458,15.605233011043394,0.6811073622147245,35-40,B,allenkelsey,imcdowell@example.com,Ryan Rose,M,47
749,KTR,2024-10-09,2025-05-06,209,Wednesday,992259,GBP,39090,499998,855326,0.07818031272125088,21.880941417242262,1.7106588426353706,25-45,F,allenkelsey,imcdowell@example.com,Ryan Rose,M,47
750,AKX,2025-02-17,2025-03-03,14,Monday,442699,USD,13533,499997,391481,0.02706616239697438,28.92787999704426,0.7829666978001868,45-50,M,allenkelsey,imcdowell@example.com,Ryan Rose,M,47
751,BYU,2026-05-13,2027-02-19,282,Wednesday,149025,GBP,24318,499999,11589,0.04863609727219455,0.4765605724154947,0.02317804635609271,20-40,F,allenkelsey,imcdowell@example.com,Ryan Rose,M,47
752,BYU,2026-04-28,2026-11-20,206,Tuesday,724524,EUR,14912,499998,701961,0.029824119296477186,47.07356491416309,1.4039276157104628,30-35,M,allenkelsey,imcdowell@example.com,Ryan Rose,M,47
753,KTR,2025-03-25,2027-03-20,725,Tuesday,720808,GBP,72497,500003,96804,0.14499313004121975,1.3352828392899017,0.19360683835896986,25-50,M,allenkelsey,imcdowell@example.com,Ryan Rose,M,47
754,AKX,2025-05-23,2026-10-04,499,Friday,543540,USD,53877,499999,246631,0.10775421550843102,4.5776676503888485,0.49326298652597306,30-45,F,alexamoore,davidyoung@example.net,Autumn Cline,F,28
755,AKX,2025-09-17,2026-09-30,378,Wednesday,715180,USD,66314,499997,495827,0.13262879577277464,7.476958108393401,0.9916599499596997,40-55,B,alexamoore,davidyoung@example.net,Autumn Cline,F,28
756,BYU,2025-11-24,2027-02-07,440,Monday,182425,GBP,72132,499999,134448,0.14426428852857706,1.8639161537181834,0.2688965377930756,20-35,M,alexamoore,davidyoung@example.net,Autumn Cline,F,28
757,AKX,2026-07-02,2028-01-14,561,Thursday,372161,USD,72732,500004,46795,0.14546283629730963,0.6433894296870704,0.09358925128598972,30-35,B,alexamoore,davidyoung@example.net,Autumn Cline,F,28
758,BYU,2025-08-15,2025-10-22,68,Friday,615779,USD,36167,499999,461836,0.07233414466828933,12.769541294550281,0.9236738473476946,40-55,M,alexamoore,davidyoung@example.net,Autumn Cline,F,28
759,AKX,2026-03-20,2027-03-03,348,Friday,930841,EUR,6567,499995,120642,0.013134131341313414,18.370945637277295,0.24128641286412864,30-45,B,alexamoore,davidyoung@example.net,Autumn Cline,F,28
760,GRZ,2025-06-15,2026-10-10,482,Sunday,141322,USD,54938,499997,66259,0.10987665925995556,1.2060686592158434,0.13251879511277068,35-60,F,darrell39,gileslisa@example.net,Stephanie Rodriguez,F,90
761,BYU,2024-12-02,2025-03-05,93,Monday,408316,GBP,4106,500004,183225,0.008211934304525563,44.623721383341454,0.3664470684234526,45-50,M,darrell39,gileslisa@example.net,Stephanie Rodriguez,F,90
762,BYU,2026-03-20,2026-07-27,129,Friday,452476,EUR,23852,500000,95554,0.047704,4.006121079993292,0.191108,45-60,B,darrell39,gileslisa@example.net,Stephanie Rodriguez,F,90
763,BYU,2025-12-22,2027-08-12,598,Monday,332410,EUR,43345,499999,109252,0.08669017338034676,2.520521398085131,0.218504437008874,35-50,F,darrell39,gileslisa@example.net,Stephanie Rodriguez,F,90
764,GRZ,2024-10-22,2025-02-14,115,Tuesday,533766,GBP,12499,500001,492705,0.024997950004099993,39.419553564285145,0.9854080291839417,30-50,B,darrell39,gileslisa@example.net,Stephanie Rodriguez,F,90
765,AKX,2025-01-23,2025-01-26,3,Thursday,720875,GBP,34164,499997,141189,0.06832840997045982,4.132683526519143,0.28237969427816567,40-45,M,maria45,burnsnichole@example.org,Melissa Sutton DDS,F,44
766,AKX,2026-06-18,2027-08-31,439,Thursday,279603,EUR,37989,499996,18368,0.07597860782886263,0.48350838400589646,0.03673629389035112,40-55,F,maria45,burnsnichole@example.org,Melissa Sutton DDS,F,44
767,KTR,2025-11-22,2027-04-18,512,Saturday,779543,EUR,60201,499996,527753,0.12040296322370579,8.766515506386938,1.0555144441155528,45-65,F,maria45,burnsnichole@example.org,Melissa Sutton DDS,F,44
768,AKX,2026-03-28,2026-12-29,276,Saturday,577161,GBP,57690,499995,184977,0.11538115381153811,3.206396255850234,0.36995769957699576,25-35,B,jamesleach,virginiagross@example.com,Ms. Wanda Harrison,F,70
769,GRZ,2026-01-30,2027-11-20,659,Friday,98739,GBP,34031,499999,70634,0.06806213612427225,2.0755781493344303,0.14126828253656507,25-45,B,jamesleach,virginiagross@example.com,Ms. Wanda Harrison,F,70
770,GRZ,2024-08-21,2026-07-15,693,Wednesday,789104,USD,30156,499997,527794,0.060312361874171244,17.502122297386922,1.0555943335660014,25-50,B,jamesleach,virginiagross@example.com,Ms. Wanda Harrison,F,70
771,GRZ,2025-10-16,2026-10-08,357,Thursday,431893,USD,51187,500002,100055,0.10237359050563798,1.9546955281614473,0.20010919956320175,30-40,M,allensandra,zavalalori@example.net,Regina Mckinney,F,28
772,GRZ,2025-07-10,2025-09-13,65,Thursday,625633,USD,21583,499998,147360,0.04316617266469066,6.82759579298522,0.29472117888471555,25-40,F,allensandra,zavalalori@example.net,Regina Mckinney,F,28
773,KTR,2025-08-07,2026-06-01,298,Thursday,32971,GBP,32086,500001,26001,0.0641718716562567,0.810353425169856,0.052001895996208004,25-40,F,allensandra,zavalalori@example.net,Regina Mckinney,F,28
774,AKX,2025-11-11,2026-03-26,135,Tuesday,536054,USD,91465,500001,203180,0.1829296341407317,2.221396162466517,0.40635918728162546,25-30,B,allensandra,zavalalori@example.net,Regina Mckinney,F,28
775,GRZ,2025-03-31,2027-03-04,703,Monday,794819,USD,51903,499998,312024,0.1038064152256609,6.011675625686377,0.6240504962019848,20-35,B,allensandra,zavalalori@example.net,Regina Mckinney,F,28
776,GRZ,2025-10-11,2027-09-17,706,Saturday,136675,EUR,55580,500002,108556,0.11115955536177856,1.9531486146095718,0.2171111315554738,45-65,M,wharris,kristin90@example.com,Mark Singh,M,78
777,GRZ,2026-05-19,2028-02-17,639,Tuesday,398957,EUR,50660,499998,340155,0.10132040528162113,6.714469009080142,0.680312721250885,20-25,B,wharris,kristin90@example.com,Mark Singh,M,78
778,AKX,2024-09-12,2024-12-08,87,Thursday,55265,GBP,26153,500001,49984,0.05230589538820923,1.9112147745956487,0.09996780006439987,40-55,B,wharris,kristin90@example.com,Mark Singh,M,78
779,KTR,2024-08-07,2024-10-16,70,Wednesday,385071,GBP,80518,500000,222639,0.161036,2.7650835837949277,0.445278,40-65,F,wharris,kristin90@example.com,Mark Singh,M,78
780,BYU,2024-07-31,2024-09-26,57,Wednesday,897766,EUR,63800,500001,631255,0.1275997448005104,9.894278996865204,1.26250747498505,45-70,M,wharris,kristin90@example.com,Mark Singh,M,78
781,GRZ,2025-03-09,2026-01-22,319,Sunday,110808,USD,51858,500000,88344,0.103716,1.7035751475182228,0.176688,25-45,M,wharris,kristin90@example.com,Mark Singh,M,78
782,KTR,2024-09-25,2025-05-12,229,Wednesday,953691,EUR,80965,500000,343695,0.16193,4.2449823998023835,0.68739,30-35,M,wharris,kristin90@example.com,Mark Singh,M,78
783,GRZ,2024-11-09,2026-02-01,449,Saturday,563720,EUR,14507,499999,46822,0.029014058028116057,3.2275453229475426,0.09364418728837458,45-50,F,wharris,kristin90@example.com,Mark Singh,M,78
784,GRZ,2025-07-14,2025-11-27,136,Monday,55724,USD,49160,499999,15570,0.09832019664039328,0.3167209113100081,0.03114006228012456,25-40,B,ohill,melissasalazar@example.org,Sonia James,F,84
785,KTR,2025-09-23,2027-02-05,500,Tuesday,43706,GBP,67698,500000,7441,0.135396,0.10991462081597683,0.014882,25-40,M,ohill,melissasalazar@example.org,Sonia James,F,84
786,GRZ,2024-12-17,2025-09-16,273,Tuesday,523540,GBP,60294,500002,258997,0.12058751764992941,4.295568381596842,0.5179919280322879,30-55,F,ohill,melissasalazar@example.org,Sonia James,F,84
787,KTR,2024-12-13,2025-06-25,194,Friday,712926,EUR,18488,499998,672915,0.03697614790459162,36.39739290350498,1.3458353833415333,25-40,B,nicoleglover,craigshawn@example.net,Melissa Wells,F,52
788,GRZ,2024-08-31,2026-08-19,718,Saturday,411882,GBP,61237,499998,130864,0.12247448989795959,2.137008671228179,0.26172904691618765,25-45,M,nicoleglover,craigshawn@example.net,Melissa Wells,F,52
789,AKX,2024-10-18,2025-10-12,359,Friday,777598,EUR,36574,499999,91895,0.0731481462962926,2.512577240662766,0.18379036758073516,45-50,M,nicoleglover,craigshawn@example.net,Melissa Wells,F,52
790,AKX,2025-07-31,2027-06-02,671,Thursday,730740,GBP,22869,499998,44847,0.04573818295273181,1.9610389610389611,0.0896943587774351,35-55,B,doylehannah,vbarker@example.net,Angela Jenkins,F,59
791,AKX,2026-05-06,2026-09-19,136,Wednesday,740713,GBP,39303,499999,589493,0.07860615721231443,14.99867694578022,1.178988357976716,25-50,M,doylehannah,vbarker@example.net,Angela Jenkins,F,59
792,GRZ,2025-03-22,2025-08-29,160,Saturday,534813,USD,46468,500001,16170,0.09293581412837175,0.34798140655935267,0.03233993532012936,30-40,M,doylehannah,vbarker@example.net,Angela Jenkins,F,59
793,AKX,2026-02-04,2028-01-12,707,Wednesday,865064,EUR,19002,499999,288415,0.03800407600815202,15.17813914324808,0.5768311536623073,40-50,B,millershannon,njones@example.org,Ethan Shaw,M,75
794,AKX,2024-07-17,2025-03-24,250,Wednesday,3385,GBP,36758,499997,2600,0.07351644109864659,0.07073290168126667,0.005200031200187201,20-30,B,millershannon,njones@example.org,Ethan Shaw,M,75
795,KTR,2024-08-24,2025-12-10,473,Saturday,904260,EUR,31044,499999,147454,0.06208812417624835,4.749838938281149,0.29490858981717966,40-45,M,millershannon,njones@example.org,Ethan Shaw,M,75
796,KTR,2026-02-03,2026-03-12,37,Tuesday,804698,EUR,64085,499998,477670,0.12817051268205074,7.453694312241554,0.9553438213752855,25-50,M,millershannon,njones@example.org,Ethan Shaw,M,75
797,BYU,2025-06-02,2025-10-14,134,Monday,693935,GBP,12740,499999,578107,0.02548005096010192,45.377315541601256,1.1562163124326248,20-30,B,millershannon,njones@example.org,Ethan Shaw,M,75
798,KTR,2025-06-20,2027-03-10,628,Friday,568265,USD,8990,500000,89724,0.01798,9.980422691879866,0.179448,30-35,F,millershannon,njones@example.org,Ethan Shaw,M,75
799,AKX,2025-01-25,2026-03-29,428,Saturday,827218,USD,15529,499999,287275,0.031058062116124233,18.499259450061174,0.5745511491022982,30-55,B,anthony99,danielleonard@example.com,Patrick Nichols,M,20
800,KTR,2026-01-20,2026-06-01,132,Tuesday,530534,EUR,61204,500001,339285,0.12240775518448962,5.5435102280896675,0.6785686428627142,25-45,F,anthony99,danielleonard@example.com,Patrick Nichols,M,20
801,GRZ,2025-10-10,2027-09-28,718,Friday,257891,GBP,14404,500000,44560,0.028808,3.093585115245765,0.08912,35-55,F,anthony99,danielleonard@example.com,Patrick Nichols,M,20
802,BYU,2025-08-06,2026-12-04,485,Wednesday,855524,USD,50649,500002,726916,0.10129759480962076,14.35203064226342,1.4538261846952611,45-70,F,anthony99,danielleonard@example.com,Patrick Nichols,M,20
803,GRZ,2026-01-03,2026-02-06,34,Saturday,984424,GBP,70272,500001,336203,0.14054371891256218,4.78430954007286,0.6724046551906896,30-40,F,anthony99,danielleonard@example.com,Patrick Nichols,M,20
804,GRZ,2025-02-22,2025-09-24,214,Saturday,900495,GBP,41472,500001,161620,0.08294383411233178,3.8970871913580245,0.32323935352129296,30-50,M,anthony99,danielleonard@example.com,Patrick Nichols,M,20
805,KTR,2025-06-27,2027-06-18,721,Friday,58978,USD,16523,500001,43256,0.03304593390813219,2.6179265266598075,0.08651182697634605,45-50,F,carsonjill,nelsonchristopher@example.com,Susan Pugh,F,75
806,GRZ,2026-01-14,2026-08-16,214,Wednesday,345470,USD,94212,500001,108725,0.18842362315275368,1.1540461936908248,0.2174495651008698,45-60,B,carsonjill,nelsonchristopher@example.com,Susan Pugh,F,75
807,AKX,2025-02-08,2026-12-04,664,Saturday,806121,GBP,34875,500001,512459,0.069749860500279,14.694164874551971,1.0249159501680996,35-55,B,carsonjill,nelsonchristopher@example.com,Susan Pugh,F,75
808,KTR,2025-03-24,2026-01-18,300,Monday,294587,USD,74705,499997,269913,0.14941089646537878,3.613051335251991,0.5398292389754339,45-60,B,carsonjill,nelsonchristopher@example.com,Susan Pugh,F,75
